epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,49,,12.964126586914062,,
0,99,,8.722981452941895,,
0,149,,9.824567794799805,,
0,199,,9.277196884155273,,
0,249,,7.091058731079102,,
0,299,,8.083418846130371,,
0,349,,5.963142395019531,,
0,399,,5.620491981506348,,
0,449,,5.645354270935059,,
0,499,,5.667121887207031,,
0,549,,4.483459949493408,,
0,599,,5.141214370727539,,
0,649,,5.1317291259765625,,
0,699,,5.176704406738281,,
0,749,,4.528914451599121,,
0,799,,4.569673538208008,,
0,849,,4.651335716247559,,
0,899,,4.615408897399902,,
0,949,,3.337965488433838,,
0,999,,3.339935779571533,,
0,1049,,3.281003952026367,,
0,1099,,4.767556667327881,,
0,1149,,4.621059894561768,,
0,1199,,3.513777494430542,,
0,1249,,3.7208821773529053,,
0,1299,,3.4792277812957764,,
0,1349,,3.6191816329956055,,
0,1399,,3.341580867767334,,
0,1449,,3.2785415649414062,,
0,1499,,4.06282901763916,,
0,1549,,3.077815532684326,,
0,1599,,2.9165568351745605,,
0,1649,,3.1560518741607666,,
0,1699,,3.6577439308166504,,
0,1749,,2.7391300201416016,,
0,1799,,3.654984474182129,,
0,1849,,3.0261754989624023,,
0,1899,,3.5644898414611816,,
0,1949,,2.951476812362671,,
0,1999,,3.4281346797943115,,
0,2049,,2.611940622329712,,
0,2099,,3.13970947265625,,
0,2149,,2.5004115104675293,,
0,2199,,3.014327049255371,,
0,2249,,3.2357828617095947,,
0,2299,,2.4869213104248047,,
0,2349,,3.1498639583587646,,
0,2399,,3.4004602432250977,,
0,2449,,2.634661912918091,,
0,2499,,3.352827548980713,,
0,2549,,3.078200340270996,,
0,2599,,2.9716804027557373,,
0,2649,,2.9315028190612793,,
0,2699,,2.831998348236084,,
0,2749,,2.8780927658081055,,
0,2799,,3.0141053199768066,,
0,2849,,2.7253577709198,,
0,2899,,2.845717668533325,,
0,2949,,2.685558319091797,,
0,2999,,2.801907539367676,,
0,3049,,2.5909504890441895,,
0,3099,,2.6433403491973877,,
0,3149,,2.405378818511963,,
0,3199,,3.004338264465332,,
0,3249,,2.674407958984375,,
0,3299,,2.7271018028259277,,
0,3349,,2.5022289752960205,,
0,3399,,2.7003674507141113,,
0,3449,,2.307828664779663,,
0,3499,,2.4690024852752686,,
0,3549,,2.2584993839263916,,
0,3599,,2.711909770965576,,
0,3649,,2.5711984634399414,,
0,3699,,2.4711873531341553,,
0,3749,,2.4566519260406494,,
0,3799,,2.3528428077697754,,
0,3849,,2.8103973865509033,,
0,3899,,2.720594882965088,,
0,3949,,2.877420425415039,,
0,3999,,2.7444260120391846,,
0,4049,,2.662449836730957,,
0,4099,,2.7377331256866455,,
0,4149,,2.6826324462890625,,
0,4199,,2.553022861480713,,
0,4249,,2.444941759109497,,
0,4299,,2.9426279067993164,,
0,4349,,2.507640838623047,,
0,4399,,2.7684192657470703,,
0,4449,,2.8479790687561035,,
0,4499,,3.201174736022949,,
0,4549,,2.635423183441162,,
0,4599,,2.5652804374694824,,
0,4649,,2.5928213596343994,,
0,4699,,3.149102210998535,,
0,4749,,2.9102623462677,,
0,4799,,2.579665184020996,,
0,4849,,2.7266621589660645,,
0,4899,,2.7320921421051025,,
0,4949,,2.5872488021850586,,
0,4999,,2.8320934772491455,,
0,5049,,2.456010341644287,,
0,5099,,2.2024617195129395,,
0,5149,,2.886486291885376,,
0,5199,,2.261737823486328,,
0,5249,,2.754946708679199,,
0,5299,,2.433339834213257,,
0,5349,,2.262096405029297,,
0,5399,,2.587069511413574,,
0,5449,,2.5048956871032715,,
0,5499,,2.809752941131592,,
0,5549,,2.6999685764312744,,
0,5599,,3.1055219173431396,,
0,5649,,3.3565216064453125,,
0,5699,,2.330427885055542,,
,0,,,,2.2875781059265137
,1,,,,2.378690719604492
,2,,,,2.612889289855957
,3,,,,2.7391979694366455
,4,,,,2.697870969772339
,5,,,,2.4743528366088867
,6,,,,2.6022841930389404
,7,,,,3.0680172443389893
,8,,,,2.83603572845459
,9,,,,2.633368492126465
,10,,,,2.649653434753418
,11,,,,2.47566556930542
,12,,,,2.455843448638916
,13,,,,2.5572915077209473
,14,,,,2.388310670852661
,15,,,,2.8756303787231445
,16,,,,2.8165640830993652
,17,,,,2.733865737915039
,18,,,,2.684189796447754
,19,,,,2.694150447845459
,20,,,,2.97302508354187
,21,,,,2.936767101287842
,22,,,,2.7244389057159424
,23,,,,2.6991567611694336
,24,,,,2.9876179695129395
,25,,,,2.68110990524292
,26,,,,3.096153736114502
,27,,,,3.0536932945251465
,28,,,,2.7004759311676025
,29,,,,2.486844062805176
,30,,,,2.596569061279297
,31,,,,2.792250633239746
,32,,,,2.881779432296753
,33,,,,2.653756618499756
,34,,,,2.54658842086792
,35,,,,2.797398567199707
,36,,,,2.5809197425842285
,37,,,,2.6562743186950684
,38,,,,2.5201258659362793
,39,,,,2.2091915607452393
,40,,,,2.939359664916992
,41,,,,3.0296788215637207
,42,,,,2.7115211486816406
,43,,,,2.7905540466308594
,44,,,,2.6538872718811035
,45,,,,2.6026430130004883
,46,,,,2.6354269981384277
,47,,,,2.455338716506958
,48,,,,2.518749475479126
,49,,,,2.925961971282959
,50,,,,2.6076321601867676
,51,,,,2.716845989227295
,52,,,,2.7923498153686523
,53,,,,3.1826257705688477
,54,,,,2.596458911895752
,55,,,,2.554088592529297
,56,,,,2.7049307823181152
,57,,,,2.740326404571533
,58,,,,2.53118896484375
,59,,,,2.869598388671875
,60,,,,2.7044425010681152
,61,,,,2.604646682739258
,62,,,,2.5963480472564697
,63,,,,2.623157262802124
,64,,,,2.6539649963378906
,65,,,,2.5290355682373047
,66,,,,2.6251721382141113
,67,,,,2.8510990142822266
,68,,,,2.099398612976074
,69,,,,3.147660970687866
,70,,,,2.3704674243927
,71,,,,2.6941089630126953
,72,,,,2.5363237857818604
,73,,,,2.8105416297912598
,74,,,,2.4093129634857178
,75,,,,2.9804046154022217
,76,,,,2.9905521869659424
,77,,,,2.6191842555999756
,78,,,,2.775172233581543
,79,,,,2.2900826930999756
,80,,,,2.3942224979400635
,81,,,,2.407694101333618
,82,,,,2.770714282989502
,83,,,,2.774851083755493
,84,,,,2.5710761547088623
,85,,,,2.705538749694824
,86,,,,2.580364227294922
,87,,,,2.5724222660064697
,88,,,,2.694490432739258
,89,,,,2.473869800567627
,90,,,,2.4407589435577393
,91,,,,2.6231322288513184
,92,,,,2.7328014373779297
,93,,,,2.472745895385742
,94,,,,2.268834114074707
,95,,,,2.700599193572998
,96,,,,3.044135570526123
,97,,,,2.5618247985839844
,98,,,,2.610743522644043
,99,,,,2.967562198638916
,100,,,,3.1980881690979004
,101,,,,2.733485460281372
,102,,,,2.739583969116211
,103,,,,2.8422868251800537
,104,,,,2.752378463745117
,105,,,,2.529216766357422
,106,,,,2.3876006603240967
,107,,,,2.7653286457061768
,108,,,,2.7380356788635254
,109,,,,2.390207529067993
,110,,,,2.640984058380127
,111,,,,2.9105348587036133
,112,,,,2.5182151794433594
,113,,,,2.9593849182128906
,114,,,,3.6233673095703125
,115,,,,2.490691661834717
,116,,,,2.4246480464935303
,117,,,,2.5278990268707275
,118,,,,2.6763482093811035
,119,,,,2.6652626991271973
,120,,,,2.7405247688293457
,121,,,,2.6949639320373535
,122,,,,2.8731701374053955
,123,,,,2.9589285850524902
,124,,,,2.576545476913452
,125,,,,2.438546895980835
,126,,,,2.758331060409546
,127,,,,2.7075910568237305
,128,,,,2.7778475284576416
,129,,,,3.486510753631592
,130,,,,2.5083165168762207
