epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,49,,13.974065780639648,,
0,99,,12.916159629821777,,
0,149,,9.57302188873291,,
0,199,,7.4842610359191895,,
0,249,,6.682549476623535,,
0,299,,9.650315284729004,,
0,349,,6.669953346252441,,
0,399,,6.689939498901367,,
0,449,,5.513218879699707,,
0,499,,6.325756072998047,,
0,549,,5.346983909606934,,
0,599,,4.9592390060424805,,
0,649,,5.92629861831665,,
0,699,,4.1695146560668945,,
0,749,,5.6237406730651855,,
0,799,,4.806584358215332,,
0,849,,4.754764556884766,,
0,899,,5.367592811584473,,
0,949,,4.666221618652344,,
0,999,,4.59329891204834,,
0,1049,,4.5653486251831055,,
0,1099,,5.064878463745117,,
0,1149,,4.3579230308532715,,
0,1199,,5.050995826721191,,
0,1249,,5.235165596008301,,
0,1299,,4.3279619216918945,,
0,1349,,4.234692573547363,,
0,1399,,4.1407318115234375,,
0,1449,,4.455766201019287,,
0,1499,,3.7068605422973633,,
0,1549,,5.037611961364746,,
0,1599,,3.963789701461792,,
0,1649,,5.113597869873047,,
0,1699,,3.918337821960449,,
0,1749,,4.611629962921143,,
0,1799,,3.740086555480957,,
0,1849,,4.039519786834717,,
0,1899,,3.939319610595703,,
0,1949,,4.165433883666992,,
0,1999,,4.141066551208496,,
0,2049,,4.3437628746032715,,
0,2099,,4.0909247398376465,,
0,2149,,3.0907511711120605,,
0,2199,,3.925610065460205,,
0,2249,,4.599206924438477,,
0,2299,,3.840094566345215,,
0,2349,,3.4507336616516113,,
0,2399,,4.074297904968262,,
0,2449,,3.7379095554351807,,
0,2499,,3.045376777648926,,
0,2549,,4.619718551635742,,
0,2599,,4.111641883850098,,
0,2649,,3.7099404335021973,,
0,2699,,3.9749717712402344,,
0,2749,,3.709747314453125,,
0,2799,,4.035303592681885,,
0,2849,,4.495495796203613,,
,0,,,,3.395157814025879
,1,,,,4.062679290771484
,2,,,,4.038275241851807
,3,,,,3.365055799484253
,4,,,,3.7406530380249023
,5,,,,4.083293914794922
,6,,,,3.422436237335205
,7,,,,3.9010353088378906
,8,,,,3.3201475143432617
,9,,,,4.253619194030762
,10,,,,3.9013242721557617
,11,,,,4.2107110023498535
,12,,,,4.769639015197754
,13,,,,3.729278564453125
,14,,,,4.012330055236816
,15,,,,3.6104776859283447
,16,,,,4.788475513458252
,17,,,,4.103384017944336
,18,,,,4.20036506652832
,19,,,,3.1132192611694336
,20,,,,4.279803276062012
,21,,,,3.8047032356262207
,22,,,,3.6988401412963867
,23,,,,4.112140655517578
,24,,,,4.15207576751709
,25,,,,3.362891435623169
,26,,,,4.130457878112793
,27,,,,3.8803186416625977
,28,,,,4.037693977355957
,29,,,,4.35891056060791
,30,,,,3.4798967838287354
,31,,,,3.9579062461853027
,32,,,,3.9313364028930664
,33,,,,3.5279340744018555
,34,,,,3.49074387550354
,35,,,,3.890566349029541
,36,,,,4.179780960083008
,37,,,,3.5487687587738037
,38,,,,3.8819046020507812
,39,,,,3.631751537322998
,40,,,,3.255054473876953
,41,,,,3.614125967025757
,42,,,,4.09212589263916
,43,,,,3.639397144317627
,44,,,,3.7307538986206055
,45,,,,3.830944061279297
,46,,,,3.370875835418701
,47,,,,3.031676769256592
,48,,,,4.1096510887146
,49,,,,4.006079196929932
,50,,,,4.375476837158203
,51,,,,3.7423202991485596
,52,,,,3.9324238300323486
,53,,,,3.650266170501709
,54,,,,3.838913917541504
,55,,,,4.940817356109619
,56,,,,3.956857681274414
,57,,,,4.353017807006836
,58,,,,3.3266196250915527
,59,,,,3.762129783630371
,60,,,,3.68778657913208
,61,,,,3.8995871543884277
,62,,,,3.4639534950256348
,63,,,,3.9879345893859863
,64,,,,4.3258256912231445
,65,,,,4.077563285827637
,66,,,,3.943075656890869
,67,,,,3.7842183113098145
,68,,,,3.9900009632110596
,69,,,,3.7382798194885254
,70,,,,3.719245195388794
,71,,,,3.7178547382354736
,72,,,,3.7209038734436035
,73,,,,4.339545249938965
,74,,,,3.7856528759002686
,75,,,,2.9906363487243652
,76,,,,3.7975690364837646
,77,,,,3.148730754852295
,78,,,,4.334329128265381
,79,,,,4.2909440994262695
,80,,,,4.322179794311523
,81,,,,4.177589416503906
,82,,,,3.373873233795166
,83,,,,4.051362037658691
,84,,,,3.8845255374908447
,85,,,,3.9745824337005615
,86,,,,3.5383501052856445
,87,,,,4.525210380554199
,88,,,,3.682173252105713
,89,,,,3.8605027198791504
,90,,,,3.645644187927246
,91,,,,3.6107101440429688
,92,,,,4.219644546508789
,93,,,,4.358892440795898
,94,,,,4.0629754066467285
,95,,,,3.6400749683380127
,96,,,,3.6046836376190186
,97,,,,4.238492965698242
,98,,,,3.444394111633301
,99,,,,3.772568702697754
,100,,,,3.8091537952423096
,101,,,,4.247402191162109
,102,,,,4.030350685119629
,103,,,,3.6276931762695312
,104,,,,3.182403326034546
,105,,,,4.438379287719727
,106,,,,4.362354278564453
,107,,,,4.033766269683838
,108,,,,4.194181442260742
,109,,,,4.475629806518555
,110,,,,3.3333866596221924
,111,,,,3.8940281867980957
,112,,,,3.675149440765381
,113,,,,3.814589023590088
,114,,,,4.211164951324463
,115,,,,3.750415325164795
,116,,,,3.846245765686035
,117,,,,3.063992738723755
,118,,,,3.939533233642578
,119,,,,3.8516793251037598
,120,,,,4.340202331542969
,121,,,,4.126424789428711
,122,,,,3.6976823806762695
,123,,,,3.5287868976593018
,124,,,,3.782853126525879
,125,,,,3.3487792015075684
,126,,,,3.561427116394043
,127,,,,3.63840913772583
,128,,,,3.51890230178833
,129,,,,3.9255785942077637
,130,,,,4.838009834289551
,131,,,,3.5393829345703125
,132,,,,3.224825143814087
,133,,,,3.909822702407837
,134,,,,3.7650363445281982
,135,,,,3.8535149097442627
,136,,,,4.1716179847717285
,137,,,,3.6512980461120605
,138,,,,3.5934925079345703
,139,,,,4.021216869354248
,140,,,,4.227575302124023
,141,,,,4.702741622924805
,142,,,,4.590236663818359
,143,,,,4.418536186218262
,144,,,,4.281720161437988
,145,,,,4.710923194885254
,146,,,,4.203824043273926
,147,,,,4.516134262084961
,148,,,,4.035972595214844
,149,,,,4.6828389167785645
,150,,,,3.350442886352539
,151,,,,3.6889851093292236
,152,,,,3.677426815032959
,153,,,,3.5508692264556885
,154,,,,4.175132751464844
,155,,,,3.692990779876709
,156,,,,4.0940070152282715
,157,,,,3.8712332248687744
,158,,,,3.9942736625671387
,159,,,,3.454465389251709
,160,,,,4.0873260498046875
,161,,,,3.541861057281494
,162,,,,3.8914198875427246
,163,,,,3.7318620681762695
,164,,,,4.551479816436768
,165,,,,3.3246288299560547
,166,,,,3.1732687950134277
,167,,,,3.8991923332214355
,168,,,,4.010683536529541
,169,,,,3.714107036590576
,170,,,,3.389341354370117
,171,,,,4.334855079650879
,172,,,,3.843367576599121
,173,,,,3.5476419925689697
,174,,,,4.09473991394043
,175,,,,3.520468235015869
,176,,,,3.9961304664611816
,177,,,,3.682241916656494
,178,,,,4.2407708168029785
,179,,,,3.5776243209838867
,180,,,,3.862645149230957
,181,,,,4.579927444458008
,182,,,,3.5433449745178223
,183,,,,3.2960572242736816
,184,,,,3.416698694229126
,185,,,,3.7189366817474365
,186,,,,3.624690055847168
,187,,,,3.614877223968506
,188,,,,4.060327529907227
,189,,,,4.145832538604736
,190,,,,3.9319849014282227
,191,,,,4.609889030456543
,192,,,,3.807009220123291
,193,,,,3.641815662384033
,194,,,,3.3265392780303955
,195,,,,3.709972858428955
,196,,,,3.788175582885742
,197,,,,3.8147835731506348
,198,,,,3.482542037963867
,199,,,,4.436287879943848
,200,,,,3.6447272300720215
,201,,,,4.156355857849121
,202,,,,4.267836093902588
,203,,,,3.4288129806518555
,204,,,,3.785905122756958
,205,,,,3.4700093269348145
,206,,,,3.343127727508545
,207,,,,4.243725299835205
,208,,,,3.3108577728271484
,209,,,,3.1819379329681396
,210,,,,3.3486781120300293
,211,,,,3.869762897491455
,212,,,,3.98475980758667
,213,,,,3.984529972076416
,214,,,,5.050721168518066
,215,,,,3.7959659099578857
,216,,,,3.132056951522827
,217,,,,3.9846134185791016
,218,,,,3.836679697036743
,219,,,,3.8743178844451904
,220,,,,4.167200088500977
,221,,,,3.7855429649353027
,222,,,,4.13346004486084
,223,,,,3.806976556777954
,224,,,,3.557724714279175
,225,,,,3.3878860473632812
,226,,,,4.084648132324219
,227,,,,4.28532075881958
,228,,,,4.522760391235352
,229,,,,3.39211368560791
,230,,,,3.5121705532073975
,231,,,,4.220890998840332
,232,,,,3.6865925788879395
,233,,,,3.5162835121154785
,234,,,,3.562124729156494
,235,,,,3.1718716621398926
,236,,,,3.634852170944214
,237,,,,3.2663397789001465
,238,,,,3.4634556770324707
,239,,,,3.891963005065918
,240,,,,3.5232644081115723
,241,,,,3.6494884490966797
,242,,,,4.384207725524902
,243,,,,4.220468521118164
,244,,,,3.094348907470703
,245,,,,4.795835494995117
,246,,,,4.541586875915527
,247,,,,3.7560384273529053
,248,,,,3.444274425506592
,249,,,,3.254695415496826
,250,,,,3.455972194671631
,251,,,,3.473522663116455
,252,,,,3.749845504760742
,253,,,,4.058454990386963
,254,,,,4.108391284942627
,255,,,,3.6100430488586426
,256,,,,3.551386833190918
,257,,,,3.9162979125976562
,258,,,,3.6875627040863037
,259,,,,3.5685713291168213
,260,,,,3.593740940093994
,261,,,,3.827509880065918
,262,,,,3.9167962074279785
,263,,,,4.282842636108398
,264,,,,3.3901350498199463
,265,,,,3.7213423252105713
,266,,,,3.8379602432250977
,267,,,,3.8093931674957275
,268,,,,3.533790111541748
,269,,,,3.3632147312164307
,270,,,,3.9255661964416504
,271,,,,4.08745002746582
,272,,,,3.5422022342681885
,273,,,,3.592313051223755
,274,,,,3.26033353805542
,275,,,,4.253948211669922
,276,,,,3.7083113193511963
,277,,,,3.3057923316955566
,278,,,,3.317720413208008
,279,,,,4.457953453063965
,280,,,,3.145963191986084
,281,,,,4.599987983703613
,282,,,,3.447831392288208
,283,,,,4.037575721740723
,284,,,,3.796501636505127
,285,,,,3.9945905208587646
,286,,,,3.8886327743530273
,287,,,,3.4982833862304688
,288,,,,3.6792027950286865
,289,,,,3.2253689765930176
,290,,,,4.444648742675781
,291,,,,3.5188426971435547
,292,,,,3.722248077392578
,293,,,,4.514740467071533
,294,,,,3.5512027740478516
,295,,,,3.299426317214966
,296,,,,2.982173442840576
,297,,,,4.913900375366211
,298,,,,3.6530964374542236
,299,,,,3.8700079917907715
,300,,,,3.4511730670928955
,301,,,,3.901826858520508
,302,,,,3.6709635257720947
,303,,,,3.5717358589172363
,304,,,,4.4140400886535645
,305,,,,3.6217846870422363
,306,,,,3.91001296043396
,307,,,,3.92409086227417
,308,,,,3.9934186935424805
,309,,,,4.132513046264648
,310,,,,4.832480430603027
,311,,,,4.141219615936279
,312,,,,4.009241104125977
,313,,,,4.63565731048584
,314,,,,4.030910491943359
,315,,,,3.4272119998931885
,316,,,,3.673818826675415
,317,,,,4.3253173828125
,318,,,,4.010354042053223
,319,,,,3.6694555282592773
,320,,,,4.045881271362305
,321,,,,4.0269575119018555
,322,,,,4.647878646850586
,323,,,,4.028960227966309
,324,,,,4.802191257476807
,325,,,,4.472944736480713
,326,,,,3.640897035598755
,327,,,,3.8322396278381348
,328,,,,4.290143966674805
,329,,,,3.8688836097717285
,330,,,,3.46366548538208
,331,,,,3.638108253479004
,332,,,,4.014036655426025
,333,,,,4.114399433135986
,334,,,,3.6442017555236816
,335,,,,3.605988025665283
,336,,,,3.7783989906311035
,337,,,,3.9805734157562256
,338,,,,3.948822021484375
,339,,,,4.15193510055542
,340,,,,4.005012512207031
,341,,,,3.994367837905884
,342,,,,3.9804000854492188
,343,,,,3.8060154914855957
,344,,,,3.4346024990081787
,345,,,,3.7343297004699707
,346,,,,3.518683910369873
,347,,,,3.310642957687378
,348,,,,3.6306416988372803
,349,,,,3.790107488632202
,350,,,,3.071037769317627
,351,,,,4.247829437255859
,352,,,,3.081015110015869
,353,,,,3.1483206748962402
,354,,,,4.380026817321777
,355,,,,3.9495561122894287
,356,,,,4.5115966796875
,357,,,,4.482000350952148
,358,,,,3.7097373008728027
,359,,,,3.3201775550842285
,360,,,,3.717564582824707
,361,,,,4.1766486167907715
,362,,,,4.079739093780518
,363,,,,4.227975845336914
,364,,,,4.583817481994629
